epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.78142,5.12504,90.8655,3.05863,0,0,0,0,6.12271,84.2359,3.81058,0.000333333,0.000333333,0.000333333
2,6.79608,4.47171,95.7501,2.33996,0,0,0,0,6.12271,84.2359,3.81058,0.00073515,0.00073515,0.00073515
3,7.83909,4.66246,51.469,3.07147,0,0,0,0,6.12271,84.2359,3.81058,0.00112047,0.00112047,0.00112047
4,8.88613,5.11207,65.2437,2.8364,0,0,0,0,5.59656,75.3386,3.0927,0.00117575,0.00117575,0.00117575
5,9.83537,5.0635,56.6992,2.72964,0,0,0,0,5.59656,75.3386,3.0927,0.001151,0.001151,0.001151
6,10.8123,5.15501,76.8616,2.31559,0,0,0,0,5.59656,75.3386,3.0927,0.00112625,0.00112625,0.00112625
7,11.5313,4.682,69.9034,2.27859,0,0,0,0,5.58431,74.4727,3.19752,0.0011015,0.0011015,0.0011015
8,12.229,4.92612,98.5398,2.36401,0,0,0,0,5.58431,74.4727,3.19752,0.00107675,0.00107675,0.00107675
9,12.9698,4.91897,59.9685,2.68604,0,0,0,0,5.58431,74.4727,3.19752,0.001052,0.001052,0.001052
10,13.6364,5.07314,88.4983,2.60096,0,0,0,0,5.42855,74.122,3.07593,0.00102725,0.00102725,0.00102725
11,14.3578,4.8299,90.7249,2.47821,0,0,0,0,5.42855,74.122,3.07593,0.0010025,0.0010025,0.0010025
12,15.0339,3.95753,92.0253,2.14803,0,0,0,0,5.42855,74.122,3.07593,0.00097775,0.00097775,0.00097775
13,15.7099,4.68555,83.8997,2.3277,0,0,0,0,5.53281,73.7711,3.17712,0.000953,0.000953,0.000953
14,16.3924,4.079,75.1684,2.25474,0,0,0,0,5.53281,73.7711,3.17712,0.00092825,0.00092825,0.00092825
15,17.0528,3.78522,87.3561,2.01783,0,0,0,0,5.53281,73.7711,3.17712,0.0009035,0.0009035,0.0009035
16,17.7351,5.15195,84.7654,2.53579,0,0,0,0,5.6364,73.426,3.17977,0.00087875,0.00087875,0.00087875
17,18.4258,4.88716,77.8126,2.76935,0,0,0,0,5.6364,73.426,3.17977,0.000854,0.000854,0.000854
18,19.0868,4.3341,48.5738,2.37115,0,0,0,0,5.6364,73.426,3.17977,0.00082925,0.00082925,0.00082925
19,19.8394,4.37659,68.9917,2.40563,0,0,0,0,5.64692,73.5833,3.23643,0.0008045,0.0008045,0.0008045
20,20.5312,4.5491,66.5551,2.49023,0,0,0,0,5.64692,73.5833,3.23643,0.00077975,0.00077975,0.00077975
21,21.2192,4.65074,59.8595,2.44277,0,0,0,0,5.64692,73.5833,3.23643,0.000755,0.000755,0.000755
