epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,12490,1.24044,0.7408,1.20173,0.88816,0.8843,0.92931,0.61903,1.14377,0.62492,1.08089,0.000406,0.000406,0.000406
92,12604.4,1.22941,0.74013,1.20004,0.89932,0.89714,0.94215,0.61513,1.15299,0.61215,1.08036,0.0003994,0.0003994,0.0003994
93,12718.8,1.22453,0.74416,1.19433,0.88819,0.89956,0.93887,0.62052,1.13186,0.60572,1.07437,0.0003928,0.0003928,0.0003928
94,12832.9,1.22264,0.72032,1.18912,0.88756,0.91343,0.93916,0.61549,1.14053,0.58879,1.07262,0.0003862,0.0003862,0.0003862
95,12947.6,1.2194,0.73426,1.19074,0.89128,0.89494,0.94364,0.6176,1.12754,0.59325,1.06715,0.0003796,0.0003796,0.0003796
96,13062.1,1.20476,0.71101,1.17659,0.92036,0.87555,0.9492,0.62093,1.12901,0.58867,1.06144,0.000373,0.000373,0.000373
97,13176.6,1.22001,0.7117,1.1931,0.88953,0.89661,0.9457,0.62545,1.13545,0.59693,1.06539,0.0003664,0.0003664,0.0003664
98,13291.1,1.21832,0.71481,1.18612,0.88815,0.90152,0.94056,0.61732,1.14261,0.61155,1.07502,0.0003598,0.0003598,0.0003598
99,13405.7,1.215,0.71297,1.18903,0.88781,0.89738,0.93903,0.61945,1.1304,0.60486,1.07806,0.0003532,0.0003532,0.0003532
100,13520.3,1.21518,0.72651,1.18946,0.8847,0.88797,0.94074,0.62747,1.13057,0.60986,1.07037,0.0003466,0.0003466,0.0003466
101,13635,1.1943,0.70617,1.17633,0.90746,0.88428,0.94244,0.62745,1.12858,0.59635,1.07107,0.00034,0.00034,0.00034
102,13749.5,1.19431,0.68046,1.17054,0.90764,0.87974,0.94389,0.63302,1.13644,0.60809,1.07616,0.0003334,0.0003334,0.0003334
103,13864,1.18864,0.70958,1.17569,0.90884,0.87991,0.94258,0.63073,1.13875,0.60165,1.0843,0.0003268,0.0003268,0.0003268
104,13978.4,1.20165,0.70503,1.18124,0.92126,0.87118,0.94232,0.63398,1.13484,0.59931,1.08021,0.0003202,0.0003202,0.0003202
105,14092.8,1.19391,0.68919,1.17877,0.92371,0.87243,0.941,0.63216,1.12498,0.5912,1.07871,0.0003136,0.0003136,0.0003136
106,14207.3,1.19961,0.70899,1.18001,0.91035,0.87991,0.94622,0.63662,1.1158,0.57584,1.07012,0.000307,0.000307,0.000307
107,14321.7,1.18524,0.684,1.16285,0.92516,0.89069,0.94609,0.63257,1.12394,0.57853,1.07216,0.0003004,0.0003004,0.0003004
108,14436.3,1.18805,0.68821,1.1702,0.93131,0.88807,0.94599,0.63682,1.13069,0.57405,1.07651,0.0002938,0.0002938,0.0002938
109,14537.7,1.1849,0.6915,1.17548,0.92362,0.869,0.94602,0.63495,1.12376,0.57654,1.07475,0.0002872,0.0002872,0.0002872
110,14630.8,1.17611,0.68272,1.16232,0.91971,0.89956,0.95405,0.64052,1.12529,0.56338,1.06852,0.0002806,0.0002806,0.0002806
111,14724,1.17846,0.67731,1.16653,0.9195,0.8978,0.95172,0.63556,1.12348,0.5611,1.06565,0.000274,0.000274,0.000274
112,14817.4,1.18942,0.689,1.16348,0.88998,0.91846,0.95171,0.6311,1.1353,0.56076,1.06811,0.0002674,0.0002674,0.0002674
113,14910.5,1.1604,0.665,1.15199,0.93739,0.88263,0.95003,0.6291,1.14406,0.55777,1.06712,0.0002608,0.0002608,0.0002608
114,15003.7,1.18301,0.66165,1.16005,0.9302,0.87991,0.94824,0.62875,1.14639,0.55789,1.0675,0.0002542,0.0002542,0.0002542
115,15096.8,1.17276,0.67014,1.15901,0.9243,0.87974,0.95058,0.62193,1.15482,0.5565,1.06779,0.0002476,0.0002476,0.0002476
116,15189.9,1.1808,0.67359,1.16108,0.90433,0.9083,0.95048,0.62652,1.14589,0.5534,1.06524,0.000241,0.000241,0.000241
117,15283.3,1.15644,0.65792,1.14924,0.91587,0.90326,0.95154,0.62886,1.13359,0.55516,1.05797,0.0002344,0.0002344,0.0002344
118,15376.6,1.16525,0.65641,1.15517,0.92271,0.8952,0.95127,0.62893,1.12946,0.56112,1.05602,0.0002278,0.0002278,0.0002278
119,15470,1.15189,0.64286,1.1484,0.91105,0.89453,0.95097,0.62871,1.12667,0.55766,1.05679,0.0002212,0.0002212,0.0002212
120,15563,1.16105,0.65288,1.15394,0.92128,0.89083,0.952,0.63149,1.12521,0.5606,1.05678,0.0002146,0.0002146,0.0002146
121,15656.2,1.15207,0.64105,1.15147,0.92715,0.88865,0.95177,0.63119,1.12429,0.55409,1.05733,0.000208,0.000208,0.000208
122,15749.3,1.16076,0.66539,1.14632,0.9281,0.87364,0.95276,0.6341,1.11226,0.56114,1.05091,0.0002014,0.0002014,0.0002014
123,15842.3,1.16154,0.65641,1.14573,0.92415,0.87786,0.95229,0.6322,1.10535,0.56358,1.04829,0.0001948,0.0001948,0.0001948
124,15935.5,1.17777,0.6532,1.15334,0.92744,0.89301,0.9551,0.63059,1.10568,0.55526,1.0478,0.0001882,0.0001882,0.0001882
125,16028.7,1.1578,0.65208,1.14985,0.91831,0.90818,0.95506,0.6311,1.1075,0.55337,1.04818,0.0001816,0.0001816,0.0001816
126,16122.1,1.13105,0.64818,1.12721,0.91283,0.91456,0.95431,0.63097,1.10859,0.55401,1.04794,0.000175,0.000175,0.000175
127,16215,1.16387,0.65004,1.14905,0.90893,0.9152,0.95314,0.63005,1.11153,0.55529,1.0484,0.0001684,0.0001684,0.0001684
128,16308,1.13323,0.63119,1.13863,0.9071,0.91668,0.95225,0.63044,1.11342,0.55414,1.04743,0.0001618,0.0001618,0.0001618
